claim_id,claim_date,sale_id,repair_status
CL-57871,2024-03-10,IJ-285837,Pending
CL-33478,2024-10-20,VE-8934,Rejected
CL-66626,2024-06-22,DZ-86084,Rejected
CL-82450,2024-10-18,XQ-9541,Pending
CL-91109,2024-04-06,SL-09150,Rejected
CL-3780,2024-03-25,LL-64798,Completed
CL-207,2024-08-28,QP-640965,Rejected
CL-869,2024-08-19,QI-660461,In Progress
CL-11351,2024-05-27,PZ-701910,In Progress
CL-80155,2024-05-31,LP-44886,Completed
CL-5343,2024-06-27,OT-4773,Completed
CL-3215,2024-06-17,LE-0297,Rejected
CL-1521,2024-02-27,CE-2924,Completed
CL-5165,2024-09-30,QE-73508,Completed
CL-95548,2024-09-22,GY-1885,Completed
CL-60434,2024-08-10,DD-53199,Completed
CL-3699,2024-03-30,YM-50441,Pending
CL-51588,2024-01-16,HP-3361,Pending
CL-36608,2024-05-20,QI-60974,Completed
CL-54386,2024-06-27,UC-4282,Rejected
CL-96726,2024-01-07,RS-20871,Pending
CL-62644,2024-09-18,OS-0920,In Progress
CL-3916,2024-07-11,OH-66429,Pending
CL-2811,2024-05-20,ZX-11742,Rejected
CL-9539,2024-10-16,TK-6374,Rejected
CL-3611,2024-09-19,GY-7126,In Progress
CL-60518,2024-10-04,BP-7469,Completed
CL-22978,2024-08-31,XQ-4485,Pending
CL-14613,2024-03-06,UA-31343,Pending
CL-84255,2024-01-18,OR-54186,Rejected
CL-2411,2024-08-18,MM-341568,Completed
CL-16899,2024-01-16,ID-23641,Rejected
CL-89931,2024-04-10,ZQ-170566,Pending
CL-97959,2024-10-12,OQ-75011,Pending
CL-88940,2024-04-04,SD-6123,Rejected
CL-83009,2024-04-19,AA-945467,Completed
CL-75529,2024-11-10,WB-5618,Rejected
CL-75673,2024-10-13,MO-9820,Pending
CL-4096,2024-07-12,BA-1524,Completed
CL-2858,2024-07-24,BP-844389,Pending
CL-72804,2024-06-25,RJ-302175,Completed
CL-19485,2024-10-16,PI-0584,Completed
CL-71636,2024-05-23,KE-04121,In Progress
CL-45944,2024-03-19,DA-345330,Completed
CL-45012,2024-07-23,BV-7714,In Progress
CL-49936,2024-10-01,LR-9609,Completed
CL-19603,2024-07-02,GB-880854,In Progress
CL-72276,2024-09-22,KY-8410,Pending
CL-86305,2024-10-27,IJ-4581,Pending
CL-5440,2024-08-21,TW-090565,Completed
CL-49720,2024-06-13,EZ-830751,Completed
CL-86834,2024-07-14,SR-454263,Completed
CL-41077,2024-06-09,IR-211926,Completed
CL-61344,2024-04-27,OG-989305,Rejected
CL-15218,2024-09-23,TM-194921,In Progress
CL-55639,2024-06-23,SL-57830,Pending
CL-29904,2024-01-04,XI-877458,Completed
CL-55516,2024-09-03,DI-467045,Completed
CL-9779,2024-03-20,CF-271236,Pending
CL-3288,2024-03-05,QL-80135,Rejected
CL-37757,2024-02-21,CO-9904,In Progress
CL-1743,2024-02-19,XA-148872,Rejected
CL-78700,2024-03-02,IX-3443,Rejected
CL-98298,2024-06-10,BZ-4076,Completed
CL-8961,2024-01-14,MO-933438,In Progress
CL-5605,2024-09-06,PR-35684,Completed
CL-3295,2024-05-09,OW-43034,Pending
CL-37890,2024-05-02,DX-8092,Rejected
CL-55975,2024-06-07,DC-87925,In Progress
CL-69496,2024-10-08,QF-2507,Completed
CL-8354,2024-10-03,VH-970259,Pending
CL-6779,2024-09-12,HH-589405,In Progress
CL-49796,2024-03-07,XJ-99646,In Progress
CL-71558,2024-10-03,PX-000040,Completed
CL-92106,2024-01-17,LS-87474,Pending
CL-4943,2024-02-29,NB-85781,In Progress
CL-35166,2024-05-07,GM-3185,Rejected
CL-63051,2024-01-20,HX-359573,Completed
CL-40715,2024-05-16,VT-271073,Rejected
CL-5795,2024-10-01,QG-88462,Completed
CL-1762,2024-06-14,SU-6855,Rejected
CL-68080,2024-09-11,AX-48118,Rejected
CL-7877,2024-04-15,TC-43853,In Progress
CL-24906,2024-05-10,HF-8015,Completed
CL-8197,2024-04-18,UU-153629,In Progress
CL-21142,2024-05-10,ST-814583,Completed
CL-52256,2024-01-02,GZ-48428,Rejected
CL-66438,2024-10-20,DR-155754,Pending
CL-96046,2024-07-17,HM-35852,Rejected
CL-93224,2024-09-05,CW-72836,In Progress
CL-91932,2024-04-14,YV-433803,Pending
CL-71560,2024-01-08,JF-39162,Rejected
CL-93991,2024-09-06,RC-695538,In Progress
CL-1325,2024-10-13,OS-7604,Rejected
CL-49777,2024-06-07,AB-590505,Pending
CL-65937,2024-11-08,FL-419131,Pending
CL-21408,2024-10-30,OZ-25231,In Progress
CL-93027,2024-08-09,PG-031720,Rejected
CL-8005,2024-04-16,VY-2166,Completed
CL-406,2024-10-24,QK-566473,Rejected
CL-1299,2024-10-19,NT-0061,Pending
CL-44210,2024-03-02,TL-834721,Rejected
CL-27702,2024-05-01,VT-863619,Completed
CL-63709,2024-11-03,QF-0482,Completed
CL-11281,2024-11-02,GZ-9415,Rejected
CL-76384,2024-08-10,MZ-872839,Pending
CL-49352,2024-06-17,WA-488463,In Progress
CL-7754,2024-02-29,GV-992898,Completed
CL-33185,2024-10-10,FV-82523,In Progress
CL-70876,2024-09-17,EU-395310,In Progress
CL-69172,2024-09-22,YL-36572,Completed
CL-96509,2024-07-02,BD-06741,Pending
CL-50423,2024-01-28,UG-95692,In Progress
CL-4920,2024-08-16,UP-93047,Rejected
CL-56991,2024-07-29,XD-4741,Rejected
CL-92962,2024-07-11,GN-3279,Pending
CL-1624,2024-08-05,YI-85789,In Progress
CL-61859,2024-04-17,AC-34576,Completed
CL-65646,2024-11-01,TP-3833,Rejected
CL-29378,2024-05-22,DW-885672,Completed
CL-81493,2024-03-19,SA-6455,Completed
CL-12333,2024-05-18,UA-6704,In Progress
CL-10185,2024-08-10,GE-48789,Pending
CL-12930,2024-04-15,HW-4516,In Progress
CL-2745,2024-03-01,SA-5447,Completed
CL-42993,2024-10-17,JM-45251,Rejected
CL-6864,2024-03-22,QB-160043,Completed
CL-22605,2024-02-29,MC-45166,Completed
CL-28621,2024-03-26,KB-555913,In Progress
CL-1524,2024-02-05,WY-00097,Completed
CL-78030,2024-09-11,AD-1173,Completed
CL-28646,2024-07-26,IH-91440,In Progress
CL-6980,2024-06-10,VZ-4899,In Progress
CL-65622,2024-02-02,SW-0866,In Progress
CL-81202,2024-01-22,AM-89375,Completed
CL-4795,2024-04-03,JM-6799,Pending
CL-6300,2024-10-27,DI-9590,Completed
CL-600,2024-01-09,YN-012290,Rejected
CL-64873,2024-07-09,VT-3535,Completed
CL-23123,2024-02-19,CX-41439,Pending
CL-5587,2024-05-06,FR-491412,In Progress
CL-5633,2024-04-13,XP-45227,In Progress
CL-5435,2024-08-27,HP-0572,Completed
CL-58302,2024-04-12,LL-3573,Pending
CL-52477,2024-04-27,IN-080417,In Progress
CL-5602,2024-07-06,LS-51690,Pending
CL-6594,2024-08-10,QK-1119,Pending
CL-408,2024-03-11,WY-2385,Completed
CL-54849,2024-05-18,SS-32365,Rejected
CL-6453,2024-01-31,PS-18708,In Progress
CL-76717,2024-07-06,HV-0905,In Progress
CL-8453,2024-09-05,CF-1437,Completed
CL-9021,2024-04-28,JJ-6133,Completed
CL-40308,2024-10-16,RM-397542,Pending
CL-27158,2024-08-21,AX-51533,Rejected
CL-172,2024-09-27,YF-6406,In Progress
CL-4222,2024-09-03,OA-9337,Completed
CL-512,2024-05-04,JR-06463,Rejected
CL-41104,2024-08-11,FA-402863,Completed
CL-71868,2024-08-17,IN-0372,In Progress
CL-394,2024-07-03,YQ-164653,Pending
CL-64571,2024-04-06,ZD-52086,Rejected
CL-79254,2024-03-08,LW-425984,Rejected
CL-6054,2024-04-26,OZ-0531,Completed
CL-75666,2024-04-09,TY-16473,Rejected
CL-8398,2024-10-17,ML-39354,Rejected
CL-4862,2024-02-04,OL-19373,Rejected
CL-47078,2024-05-23,AN-43347,Pending
CL-1769,2024-11-10,DW-1535,In Progress
CL-83587,2024-01-12,RC-856610,Pending
CL-49846,2024-02-21,PN-31341,Rejected
CL-95792,2024-03-18,OC-160699,Completed
CL-7159,2024-05-11,IY-882031,Completed
CL-19835,2024-05-24,RW-9686,In Progress
CL-7552,2024-08-01,NW-98117,Pending
CL-2987,2024-08-06,UV-5642,Rejected
CL-28600,2024-04-06,CA-487652,In Progress
CL-54353,2024-03-10,GH-7231,Completed
CL-8301,2024-07-28,YO-973620,Pending
CL-44069,2024-07-10,XT-07453,Rejected
CL-28392,2024-09-18,US-577973,Pending
CL-485,2024-08-29,JM-37628,Rejected
CL-2973,2024-05-09,GM-828313,Pending
CL-14644,2024-04-18,RM-4818,Pending
CL-85939,2024-02-29,VC-816478,In Progress
CL-12987,2024-01-01,ZK-562994,Rejected
CL-51571,2024-05-04,UX-907466,Rejected
CL-50461,2024-09-26,XS-3205,Rejected
CL-10817,2024-07-12,TM-05480,In Progress
CL-42080,2024-10-02,PE-1374,Pending
CL-17615,2024-07-31,NS-79902,Completed
CL-74922,2024-10-13,WU-2849,Completed
CL-8242,2024-06-07,AX-10408,Completed
CL-3097,2024-08-20,EU-99164,Rejected
CL-93304,2024-09-13,UP-84053,In Progress
CL-3338,2024-05-04,WZ-52322,In Progress
CL-24006,2024-03-28,KO-590469,Rejected
CL-68763,2024-04-29,AD-98596,Completed
CL-58836,2024-10-06,ZI-3384,Pending
CL-7544,2024-07-26,PJ-66185,In Progress
CL-7072,2024-04-28,YV-12792,Completed
CL-50007,2024-05-17,BW-13759,In Progress
CL-28277,2024-07-01,FS-060203,Rejected
CL-23059,2024-04-14,RH-843115,Completed
CL-24447,2024-05-29,YX-93918,In Progress
CL-88861,2024-05-09,LG-3331,In Progress
CL-91729,2024-01-16,LB-727460,Completed
CL-8331,2024-06-25,SG-64475,Completed
CL-3705,2024-01-05,EF-784953,In Progress
CL-84097,2024-07-12,GY-34296,Rejected
CL-84337,2024-07-18,BB-88180,In Progress
CL-28562,2024-11-06,DG-728455,Completed
CL-14794,2024-04-17,FL-19551,Completed
CL-1919,2024-01-10,FY-2068,Rejected
CL-96676,2024-09-12,MG-048279,Rejected
CL-70002,2024-11-10,UH-0058,Pending
CL-64824,2024-01-03,OG-33510,Pending
CL-10887,2024-07-22,NS-3371,Rejected
CL-8733,2024-06-30,EO-6059,In Progress
CL-81466,2024-10-09,OP-3813,In Progress
CL-46205,2024-03-18,VC-96831,In Progress
CL-48295,2024-06-18,HU-299537,Completed
CL-65528,2024-08-10,DZ-314925,Completed
CL-54728,2024-11-09,HS-044291,In Progress
CL-9271,2024-09-28,DW-3383,Pending
CL-28973,2024-02-25,HT-2266,Completed
CL-35927,2024-08-23,AW-1968,Pending
CL-76988,2024-04-29,YU-2702,Pending
CL-1895,2024-11-03,XQ-0571,Completed
CL-2007,2024-08-20,UO-47267,Pending
CL-63483,2024-04-09,GF-305388,Pending
CL-96059,2024-04-22,RB-435842,Rejected
CL-83973,2024-05-03,BO-944818,Pending
CL-86757,2024-11-08,QF-772051,Completed
CL-60423,2024-07-11,CT-81102,In Progress
CL-29268,2024-09-01,WE-8950,Pending
CL-79462,2024-06-08,BI-6355,Completed
CL-6531,2024-01-02,SZ-693063,Completed
CL-24711,2024-10-11,AI-0562,Rejected
CL-521,2024-08-21,EN-105536,Completed
CL-281,2024-02-04,AT-2701,Completed
CL-72945,2024-10-02,XH-9992,In Progress
CL-76085,2024-09-04,AX-32830,Pending
CL-85018,2024-09-18,BV-2060,Pending
CL-81297,2024-03-12,AX-9454,In Progress
CL-33562,2024-05-27,UT-4890,Completed
CL-91315,2024-08-09,IM-8429,Completed
CL-28586,2024-08-21,QJ-131723,Completed
CL-559,2024-01-14,ST-4676,In Progress
CL-15362,2024-05-25,BA-05936,Rejected
CL-70425,2024-03-24,JI-09907,Completed
CL-59332,2024-07-31,PQ-77513,In Progress
CL-60128,2024-06-05,UW-9320,Rejected
CL-6928,2024-10-18,RB-3661,Completed
CL-9006,2024-01-11,BG-2108,Rejected
CL-40879,2024-08-14,CK-28724,Pending
CL-76882,2024-07-03,US-73153,In Progress
CL-1181,2024-06-27,ZJ-19516,Completed
CL-6035,2024-01-03,KX-41058,Pending
CL-91424,2024-02-23,VO-706937,Completed
CL-68438,2024-06-21,BV-78717,Rejected
CL-2581,2024-07-06,GJ-6622,Rejected
CL-3275,2024-11-10,XH-7367,Completed
CL-46334,2024-10-01,PA-9634,In Progress
CL-5422,2024-04-01,NH-7386,Pending
CL-5456,2024-04-03,ZV-89744,In Progress
CL-4993,2024-09-02,JE-8509,Rejected
CL-32988,2024-06-18,HC-75537,Pending
CL-21690,2024-03-01,EA-5635,Completed
CL-681,2024-06-13,AE-967017,In Progress
CL-81696,2024-01-07,PB-498660,In Progress
CL-9633,2024-10-06,GL-83018,In Progress
CL-49237,2024-02-05,JZ-919530,Rejected
CL-45749,2024-07-22,ZF-72032,Pending
CL-952,2024-04-11,MK-548556,Pending
CL-29138,2024-05-24,ZN-724153,Rejected
CL-9714,2024-01-21,EQ-979872,Pending
CL-41407,2024-07-30,AX-01688,In Progress
CL-74049,2024-01-31,NY-6778,Rejected
CL-4905,2024-04-10,JG-0597,Pending
CL-22284,2024-05-31,PD-49505,Completed
CL-43301,2024-03-12,UA-0334,Completed
CL-5091,2024-09-26,KF-4185,In Progress
CL-26814,2024-01-24,BC-5656,Pending
CL-5378,2024-09-04,ZV-68657,Rejected
CL-44504,2024-10-01,XT-22842,Completed
CL-8377,2024-01-10,EP-82479,Rejected
CL-55425,2024-07-09,PE-160999,Completed
CL-29656,2024-09-08,ZV-234767,In Progress
CL-43299,2024-07-01,MO-351804,Pending
CL-92908,2024-05-05,AA-06848,Pending
CL-45743,2024-07-31,RT-66916,Rejected
CL-5923,2024-09-24,EI-09292,Rejected
CL-78258,2024-03-22,KA-1086,Completed
CL-15787,2024-08-11,GU-81306,In Progress
CL-26134,2024-02-18,CS-1541,Pending
CL-92605,2024-05-08,EX-512277,In Progress
CL-62651,2024-01-29,MF-727280,In Progress
CL-50649,2024-02-19,MR-930402,Pending
CL-86056,2024-05-21,YL-3090,Completed
CL-11844,2024-08-22,NM-84186,In Progress
CL-20652,2024-08-12,PT-8203,Completed
CL-72019,2024-04-19,AD-0226,In Progress
CL-52210,2024-01-16,YX-051793,Pending
CL-42970,2024-08-23,JQ-3126,Completed
CL-66154,2024-04-16,FK-4477,Completed
CL-4683,2024-08-02,HJ-91990,Pending
CL-8146,2024-07-14,AE-65240,Pending
CL-98925,2024-05-07,RZ-732304,Rejected
CL-94009,2024-04-14,QF-78036,Rejected
CL-4732,2024-02-21,UO-90543,Pending
CL-75929,2024-02-27,LW-369365,Rejected
CL-57789,2024-02-08,ZG-330668,Pending
CL-5679,2024-10-05,GJ-78053,In Progress
CL-88133,2024-02-01,GI-720029,Rejected
CL-8855,2024-10-17,SD-25752,Rejected
CL-57990,2024-10-20,OE-8067,In Progress
CL-97973,2024-06-18,VN-56023,Rejected
CL-981,2024-04-23,MN-32975,Completed
CL-92185,2024-09-12,JZ-8532,In Progress
CL-7679,2024-06-02,IE-89039,Completed
CL-5525,2024-03-09,FK-9565,Rejected
CL-88486,2024-09-05,IR-71312,Completed
CL-58463,2024-06-25,TA-131408,Completed
CL-7871,2024-01-16,WP-1605,Rejected
CL-25989,2024-06-19,DQ-798561,Rejected
CL-1836,2024-06-23,GV-434519,Pending
CL-73388,2024-11-03,GZ-35437,In Progress
CL-8607,2024-06-22,FK-5767,Completed
CL-12826,2024-10-20,NX-2000,In Progress
CL-8072,2024-08-25,WP-26232,Completed
CL-1110,2024-06-29,HA-8122,Rejected
CL-13811,2024-08-01,RU-9932,Rejected
CL-17740,2024-02-10,AK-692793,In Progress
CL-26301,2024-09-03,TX-050977,Completed
CL-23043,2024-03-26,OQ-7275,In Progress
CL-25268,2024-08-03,WZ-123173,Rejected
CL-1360,2024-01-27,PK-9404,Completed
CL-77948,2024-08-31,CS-4010,Completed
CL-57120,2024-03-08,PG-75085,In Progress
CL-12634,2024-04-18,MZ-2656,Rejected
CL-23469,2024-05-28,OH-8878,Completed
CL-29874,2024-07-23,PK-10987,Completed
CL-88774,2024-03-19,ST-74112,Completed
CL-80520,2024-11-12,AK-78646,Completed
CL-24387,2024-05-24,UY-83167,Pending
CL-80931,2024-10-01,EJ-793807,Pending
CL-14521,2024-07-02,UU-62089,Pending
CL-75309,2024-03-07,WS-65555,Completed
CL-2967,2024-09-01,XU-01315,Completed
CL-29474,2024-05-20,FQ-75371,Rejected
CL-6277,2024-10-04,ZD-0145,Rejected
CL-24078,2024-08-31,ZW-143510,Pending
CL-62774,2024-03-04,ZR-6277,Rejected
CL-66585,2024-05-12,YK-980848,Rejected
CL-4630,2024-10-16,UG-1530,In Progress
CL-1708,2024-06-12,FH-936127,In Progress
CL-89519,2024-05-10,YV-6935,Pending
CL-37231,2024-01-17,TT-2877,Pending
CL-55325,2024-03-14,LP-5168,Pending
CL-307,2024-06-09,UX-683747,In Progress
CL-33046,2024-07-09,ZI-277612,In Progress
CL-31363,2024-04-24,NG-91184,Completed
CL-11877,2024-11-06,LI-49469,Pending
CL-3691,2024-11-10,ZM-8842,Pending
CL-71220,2024-07-02,OA-777442,Rejected
CL-5814,2024-05-29,SV-9762,Completed
CL-23901,2024-10-08,IW-031460,Completed
CL-3517,2024-03-16,SL-40870,In Progress
CL-2874,2024-05-24,TM-11143,Pending
CL-31124,2024-03-01,HM-48088,Rejected
CL-9863,2024-10-13,YF-496947,Rejected
CL-23217,2024-01-16,MH-354759,In Progress
CL-48696,2024-02-06,VA-03143,In Progress
CL-22661,2024-06-27,NQ-5646,Rejected
CL-7861,2024-09-22,HA-482174,Pending
CL-14234,2024-10-16,OF-367788,In Progress
CL-14820,2024-05-18,LR-6574,In Progress
CL-3778,2024-08-22,LC-0697,Pending
CL-66261,2024-08-18,ZJ-204042,Pending
CL-4219,2024-01-20,ML-17123,Completed
CL-98086,2024-01-11,GO-820081,Completed
CL-27359,2024-09-05,FJ-07443,Completed
CL-33990,2024-09-11,KH-633994,Rejected
CL-64789,2024-04-24,AR-0049,Rejected
CL-24581,2024-08-29,OF-95900,Completed
CL-67401,2024-05-27,EP-38815,In Progress
CL-61529,2024-07-21,PT-513471,Rejected
CL-4301,2024-02-15,SV-66814,In Progress
CL-81049,2024-07-29,IS-776769,Rejected
CL-87688,2024-06-30,XK-017722,Pending
CL-32470,2024-03-23,FX-0451,In Progress
CL-74996,2024-01-01,HS-3799,Completed
CL-34571,2024-01-28,OV-8946,In Progress
CL-7584,2024-03-04,CC-2959,Pending
CL-2069,2024-01-21,RT-202519,In Progress
CL-16036,2024-10-25,WL-23384,Rejected
CL-99452,2024-04-03,DN-398237,In Progress
CL-23706,2024-08-16,PJ-4562,Rejected
CL-2784,2024-02-15,NJ-83277,In Progress
CL-9142,2024-11-05,DQ-401212,Rejected
CL-4022,2024-09-03,KX-7269,Completed
CL-7312,2024-09-23,JY-0944,Pending
CL-4100,2024-10-03,EK-70734,Pending
CL-70934,2024-01-09,IW-727503,Rejected
CL-97632,2024-07-24,BM-335675,In Progress
CL-42627,2024-10-14,IR-0016,In Progress
CL-5316,2024-10-18,FF-387920,Pending
CL-1690,2024-05-20,DP-34977,Completed
CL-1347,2024-10-12,WO-6385,Pending
CL-13105,2024-08-27,TB-41575,Completed
CL-54739,2024-04-04,BR-53792,In Progress
CL-1909,2024-10-14,AX-32465,Pending
CL-94727,2024-06-23,SZ-640681,Pending
CL-70289,2024-01-26,DX-70753,Completed
CL-97899,2024-02-21,RM-98105,Completed
CL-29580,2024-03-26,OM-01085,Completed
CL-96942,2024-10-27,PO-341387,Rejected
CL-6301,2024-01-02,OI-2772,Completed
CL-233,2024-02-28,LD-89140,In Progress
CL-78067,2024-05-17,SJ-1939,Rejected
CL-93124,2024-06-09,FH-88495,Rejected
CL-29394,2024-01-22,LO-125337,Completed
CL-58440,2024-07-21,DR-15738,Completed
CL-58410,2024-01-14,OX-353139,In Progress
CL-84490,2024-04-05,SY-63364,Rejected
CL-64934,2024-04-29,JI-9304,Completed
CL-81875,2024-08-08,XQ-7221,Rejected
CL-52801,2024-09-01,WL-358648,Completed
CL-78556,2024-11-01,TJ-3360,Pending
CL-5747,2024-04-13,XC-298481,Completed
CL-5225,2024-01-10,QD-960267,Completed
CL-48689,2024-06-22,OE-2695,Completed
CL-64243,2024-08-16,PW-550369,Pending
CL-37143,2024-03-10,CE-67842,Pending
CL-47477,2024-06-25,RN-49606,In Progress
CL-2868,2024-04-26,DC-5972,Completed
CL-35873,2024-08-24,DN-30725,Rejected
CL-31329,2024-09-24,JW-16463,Completed
CL-9810,2024-09-06,PE-37384,In Progress
CL-37205,2024-11-01,QI-558262,Pending
CL-6947,2024-03-03,GL-91947,Pending
CL-5342,2024-03-05,NS-49953,In Progress
CL-89896,2024-09-20,GR-08810,Completed
CL-2334,2024-08-10,MO-9100,In Progress
CL-17684,2024-11-01,VJ-0042,In Progress
CL-13398,2024-05-28,QB-253090,Rejected
CL-75430,2024-08-06,GH-28322,In Progress
CL-1661,2024-10-22,OD-1819,In Progress
CL-51997,2024-10-12,DH-2718,Completed
CL-9867,2024-03-09,TD-4560,In Progress
CL-1979,2024-10-06,UN-093584,Completed
CL-24351,2024-09-28,FN-0535,Completed
CL-73642,2024-03-10,YK-578880,Pending
CL-5642,2024-01-07,UR-2950,Completed
CL-5753,2024-05-19,UC-0104,Rejected
CL-9857,2024-01-11,AK-4850,Pending
CL-79930,2024-02-07,SZ-02197,Rejected
CL-2833,2024-09-03,OL-75654,Completed
CL-94872,2024-06-29,YQ-217651,Pending
CL-89764,2024-06-26,DQ-41566,In Progress
CL-19450,2024-10-18,GJ-5999,Completed
CL-38694,2024-07-03,TC-39945,Pending
CL-98926,2024-03-24,IN-5705,Completed
CL-40820,2024-02-13,XI-0279,In Progress
CL-2844,2024-02-15,BL-27856,Pending
CL-2385,2024-05-06,JB-77183,In Progress
CL-61571,2024-08-29,DV-9714,In Progress
CL-74030,2024-05-27,LI-69712,Rejected
CL-53271,2024-04-06,VF-01715,In Progress
CL-1132,2024-03-10,NP-7529,Completed
CL-63014,2024-02-02,QT-45204,Completed
CL-58030,2024-09-05,MS-40395,In Progress
CL-8064,2024-05-03,ZG-5073,Pending
CL-9048,2024-08-09,YK-7791,In Progress
CL-6549,2024-06-29,LR-004477,In Progress
CL-4864,2024-09-07,UX-52499,In Progress
CL-86115,2024-10-14,AX-673544,Rejected
CL-36114,2024-07-22,NE-7293,Pending
CL-73178,2024-03-25,JC-769741,In Progress
CL-63075,2024-04-27,ZH-0844,In Progress
CL-77113,2024-11-09,FR-0991,Rejected
CL-77710,2024-04-30,XP-518303,In Progress
CL-21874,2024-01-16,XF-087755,Pending
CL-2310,2024-04-13,PV-156165,In Progress
CL-89753,2024-06-05,PW-85274,In Progress
CL-82850,2024-03-27,CC-7824,Rejected
CL-31062,2024-07-04,PZ-6194,Pending
CL-2527,2024-11-05,HL-1826,Pending
CL-92600,2024-08-13,WG-7953,Completed
CL-3525,2024-06-17,LK-8534,Pending
CL-25603,2024-09-12,IY-4674,Rejected
CL-2806,2024-03-25,OR-1595,In Progress
CL-40140,2024-05-17,ZC-7700,Completed
CL-30165,2024-04-04,FE-98634,Rejected
CL-67839,2024-06-03,VC-05935,Completed
CL-61868,2024-08-27,LZ-77096,Completed
CL-88187,2024-04-21,EF-3175,In Progress
CL-67096,2024-09-14,GZ-2554,In Progress
CL-78881,2024-05-03,FU-2104,Pending
CL-31690,2024-01-29,IB-55490,Rejected
CL-81238,2024-09-18,KK-006912,Completed
CL-42485,2024-09-28,SL-16198,In Progress
CL-48914,2024-08-23,RC-274238,In Progress
CL-16518,2024-06-03,UY-93164,Completed
CL-414,2024-07-20,DJ-99513,In Progress
CL-58533,2024-08-10,GB-3448,Pending
CL-28914,2024-02-02,IV-4076,Completed
CL-31004,2024-01-16,QW-71003,Rejected
CL-86598,2024-09-08,HG-0005,Rejected
CL-37289,2024-07-11,LV-15617,Rejected
CL-8669,2024-10-05,UT-712219,In Progress
CL-35470,2024-06-14,CZ-26776,Rejected
CL-99966,2024-05-16,DM-52552,Completed
CL-45035,2024-08-23,HQ-923659,Pending
CL-79950,2024-02-18,IL-484763,Rejected
CL-95371,2024-02-04,LM-598658,Pending
CL-4696,2024-05-04,ZY-838218,In Progress
CL-28767,2024-06-28,NS-0253,In Progress
CL-55080,2024-03-01,DP-968102,Pending
CL-23621,2024-03-19,XT-5232,In Progress
CL-22093,2024-03-08,GJ-2447,Completed
CL-94266,2024-10-25,AN-4261,Rejected
CL-93636,2024-09-13,TN-6105,Rejected
CL-25173,2024-11-06,LZ-4345,Pending
CL-47398,2024-10-13,JT-969140,Rejected
CL-1727,2024-01-06,HS-28118,In Progress
CL-80863,2024-03-09,AY-761878,In Progress
CL-96953,2024-02-03,SE-279463,Rejected
CL-76815,2024-03-25,IA-018448,In Progress
CL-6979,2024-05-26,HR-0451,Pending
CL-94780,2024-09-14,LL-79011,In Progress
CL-90114,2024-06-27,AL-435043,Pending
CL-67627,2024-02-04,NJ-0641,Pending
CL-8662,2024-01-30,CZ-3034,In Progress
CL-78396,2024-04-01,QA-092473,In Progress
CL-74699,2024-07-07,GJ-6789,Completed
CL-6108,2024-06-11,GY-9602,Pending
CL-8012,2024-01-27,DM-7218,Completed
CL-49166,2024-02-17,BQ-958093,In Progress
CL-7537,2024-04-10,NS-859141,Pending
CL-54311,2024-07-14,DB-06733,Completed
CL-63364,2024-08-28,GP-67303,Pending
CL-6736,2024-10-28,OY-53680,Pending
CL-31701,2024-06-02,CC-018671,Pending
CL-76184,2024-05-10,QX-923770,In Progress
CL-24064,2024-06-17,WI-06336,Completed
CL-72195,2024-03-06,DR-465863,Pending
CL-2073,2024-10-19,QD-1259,Rejected
CL-2043,2024-08-07,ME-04980,Pending
CL-29557,2024-01-27,RO-946187,Rejected
CL-2668,2024-02-24,ZV-61087,Rejected
CL-59622,2024-10-10,UR-7508,In Progress
CL-2249,2024-11-10,XU-987379,Rejected
CL-62333,2024-07-06,WF-6442,Completed
CL-53546,2024-02-15,ZF-987928,In Progress
CL-42167,2024-04-24,ST-2049,In Progress
CL-19757,2024-04-21,QO-231045,Completed
CL-3068,2024-08-05,RR-08940,Pending
CL-37686,2024-06-16,LM-351027,In Progress
CL-4045,2024-07-07,KY-4534,Completed
CL-80653,2024-04-04,IP-306213,In Progress
CL-90068,2024-03-07,AJ-6628,Rejected
CL-8912,2024-07-10,CP-71688,Rejected
CL-925,2024-04-18,VJ-27239,Rejected
CL-889,2024-01-13,FX-1094,Rejected
CL-1019,2024-06-26,IQ-8037,Pending
CL-78662,2024-09-10,JA-02538,Pending
CL-85905,2024-04-23,CB-289454,Pending
CL-92207,2024-04-01,ZA-154417,Completed
CL-92329,2024-07-15,DU-41992,Rejected
CL-61240,2024-08-26,VC-241300,Completed
CL-12415,2024-06-10,MJ-89694,Rejected
CL-45723,2024-08-29,XC-47731,Rejected
CL-46568,2024-09-05,JO-0182,Completed
CL-70828,2024-07-15,CT-0984,Rejected
CL-73604,2024-07-20,TG-70645,Rejected
CL-51775,2024-10-26,MV-33460,Pending
CL-36183,2024-07-21,FI-503314,Rejected
